year,lat,lng
2016,33.978518,44.936331
2016,33.978518,44.936331
2016,33.978518,44.936331
2016,33.978518,44.936331
2016,33.978518,44.936331
2016,33.978518,44.936331
2016,33.978518,44.936331
2016,33.978518,44.936331
2016,33.978518,44.936331
2016,33.978518,44.936331
2016,33.978518,44.936331
2016,33.978518,44.936331
2016,33.978518,44.936331
2016,33.978518,44.936331
2016,33.978518,44.936331
2016,33.978518,44.936331
2016,33.978518,44.936331
2016,33.978518,44.936331
2016,33.978518,44.936331
2016,33.978518,44.936331
2016,33.978518,44.936331
2016,33.978518,44.936331
2016,33.978518,44.936331
2016,33.978518,44.936331
2016,33.978518,44.936331
2016,33.978518,44.936331
2016,33.978518,44.936331
2016,33.978518,44.936331
2016,33.978518,44.936331
2016,33.978518,44.936331
2016,33.978518,44.936331
2016,33.978518,44.936331
2016,33.978518,44.936331
2016,33.978518,44.936331
2016,31.657178,65.424783
2016,3.607756,72.955585
2016,34.083671,74.797283
2016,9.599928,125.633548
2016,10.026105,123.230825
2016,33.332932,43.783893
2016,33.345421,43.780973
2016,41.005953,28.975291
2016,6.643983,101.606264
2016,26.003623,63.88946
2016,29.313537,64.009634
2016,30.195812,67.013262
2016,10.631559,14.658782
2016,12.853411,44.971045
2016,15.723243,42.997228
2016,33.843044,44.521936
2016,33.664308,44.373616
2016,33.25154,44.391928
2016,33.100298,44.583139
2016,33.338409,44.27274
2016,33.926999,44.775077
2016,31.566133,35.129595
2016,33.013023,61.226543
2016,9.90565,78.109626
2016,33.324272,44.421853
2016,33.978518,44.936331
2016,33.978518,44.936331
2016,33.978518,44.936331
2016,33.978518,44.936331
2016,33.978518,44.936331
2016,33.978518,44.936331
2016,33.978518,44.936331
2016,33.897803,44.813111
2016,33.773349,45.14945
2016,33.537227,44.26214
2016,34.600158,43.683629
2016,24.795452,84.999431
2016,33.692992,35.426272
2016,54.586075,-5.954853
2016,29.620413,31.259259
2016,24.533555,84.906028
2016,34.435774,70.444845
2016,31.596497,64.372862
2016,30.165418,67.001628
2016,6.681064,101.220998
2016,33.725889,73.093427
2016,5.185013,46.825284
2016,31.853462,22.534731
2016,26.162244,63.008164
2016,11.020321,13.966398
2016,11.162199,14.012758
2016,0.816804,29.60425
2016,0.816804,29.60425
2016,31.829949,64.568109
2016,32.032367,65.134834
2016,12.879449,45.001656
2016,13.71123,44.721627
2016,13.714057,44.723055
2016,13.168694,43.741907
2016,13.413117,43.637531
2016,33.423154,44.401699
2016,33.346673,44.401633
2016,33.393793,44.530502
2016,33.27264,44.299996
2016,33.546053,44.413364
2016,32.98499,44.35676
2016,35.062975,43.55274
2016,31.552748,34.508943
2016,25.513607,90.204298
2016,13.965858,23.677052
2016,18.796075,80.821506
2016,37.201571,70.610402
2016,33.225902,67.994949
2016,33.747761,45.552324
2016,33.292117,44.065991
2016,20.234637,86.382488
2016,19.809053,85.848946
2016,31.647329,35.132364
2016,34.966362,69.608192
2016,-6.21038,106.845386
2016,-6.187549,106.823085
2016,-6.187549,106.823085
2016,31.169035,34.087355
2016,31.21108,34.108179
2016,31.130972,33.805022
2016,37.724137,40.413484
2016,37.416363,41.373253
2016,31.853462,22.534731
2016,30.749721,20.216595
2016,29.218797,19.205844
2016,29.218797,19.205844
2016,7.128146,124.590444
2016,7.350978,124.555334
2016,31.200335,16.584611
2016,30.800583,18.086254
2016,30.78014,17.837654
2016,30.904265,17.747824
2016,25.849529,63.547325
2016,34.533753,43.483738
2016,34.533753,43.483738
2016,19.528574,84.82515
2016,33.537227,44.26214
2016,33.325503,44.420383
2016,33.268315,44.34494
2016,34.365182,43.744841
2016,34.718961,43.697504
2016,32.251019,35.268319
2016,31.564738,35.128425
2016,24.935421,67.040502
2016,28.629263,77.223821
2016,18.878271,83.168806
2016,11.276934,25.144072
2016,31.735336,65.652715
2016,11.451127,25.154544
2016,8.939052,125.247994
2016,34.184341,36.420058
2016,25.862459,85.781044
2016,12.799683,45.033201
2016,36.079561,64.905955
2016,12.371428,-1.51966
2016,12.371428,-1.51966
2016,14.10051,-1.622654
2016,3.036719,41.866843
2016,31.853462,22.534731
2016,32.017785,65.530071
2016,34.014975,71.58049
2016,16.133896,-3.748348
2016,19.485287,-3.397166
2016,14.824994,-5.251649
2016,33.38953,44.406429
2016,15.002222,-0.349444
2016,29.391889,76.964477
2016,40.828977,-73.856654
2016,11.484066,12.313586
2016,12.230719,6.298021
2016,5.612642,5.201144
2016,37.331886,42.185903
2016,34.156857,70.604788
2016,35.013738,69.171701
2016,25.898768,90.487362
2016,35.798631,43.29508
2016,33.224115,44.385624
2016,33.079176,44.253059
2016,33.100298,44.583139
2016,32.559761,41.919647
2016,33.25154,44.391928
2016,18.796075,80.821506
2016,29.144324,69.097795
2016,5.420994,5.927642
2016,33.748807,74.878347
2016,18.880337,83.167584
2016,13.514197,24.872607
2016,12.752948,44.881515
2016,31.82012,64.567716
2016,31.749787,64.442311
2016,31.81468,64.548236
2016,33.416679,43.300117
2016,33.325503,44.422838
2016,34.729543,36.752321
2016,36.950128,42.146324
2016,7.849859,124.339668
2016,36.332449,68.765566
2016,36.297823,68.686597
2016,36.297823,68.686597
2016,-38.735902,-72.590374
2016,35.334219,40.139568
2016,52.796163,1.254633
2016,12.371428,-1.51966
2016,35.33544,40.142042
2016,35.383773,40.089253
2016,35.420582,40.05327
2016,35.348678,40.116999
2016,35.33544,40.142042
2016,35.33544,40.142042
2016,35.33544,40.142042
2016,35.338611,40.151944
2016,35.342378,40.136068
2016,35.332938,40.136265
2016,35.331524,40.129352
2016,36.204392,37.09654
2016,36.201667,37.146111
2016,36.210452,37.154478
2016,31.853462,22.534731
2016,30.144287,16.786492
2016,30.144287,16.786492
2016,31.81468,64.548236
2016,31.825517,64.594865
2016,31.645562,66.544168
2016,36.184681,64.872583
2016,16.225015,13.289759
2016,14.812377,121.046346
2016,24.867636,66.998106
2016,33.255937,44.306487
2016,16.878563,122.129079
2016,34.1174,72.469659
2016,37.924973,40.210983
2016,6.047365,121.008961
2016,12.110784,75.210315
2016,12.10497,75.205696
2016,34.09327,71.145509
2016,5.517021,5.750006
2016,8.271877,-73.873991
2016,11.868264,123.914873
2016,32.456072,64.740062
2016,32.140817,65.021475
2016,33.38901,44.458429
2016,33.327167,44.42043
2016,53.711157,-6.362247
2016,3.036667,41.867222
2016,47.942286,37.50403
2016,26.283863,86.822229
2016,31.499713,65.000854
2016,31.853462,22.534731
2016,6.964911,124.453883
2016,32.097367,20.12356
2016,28.633122,69.183609
2016,30.18591,66.999021
2016,34.42722,70.451267
2016,34.528056,69.19
2016,12.783242,44.979116
2016,15.369445,44.191007
2016,14.358866,45.449807
2016,15.369445,44.191007
2016,15.274008,43.142265
2016,15.511777,45.402452
2016,32.640881,65.468183
2016,31.439873,35.028966
2016,32.224283,35.259941
2016,37.3402,41.8934
2016,37.924973,40.210983
2016,33.356246,44.363056
2016,33.061716,44.354242
2016,33.258551,44.271638
2016,37.3402,41.8934
2016,37.333598,42.183614
2016,38.064584,40.381766
2016,38.064584,40.381766
2016,2.028718,45.274519
2016,34.821555,43.041724
2016,,
2016,12.899737,23.476973
2016,31.129212,33.812385
2016,30.013504,31.161917
2016,33.236682,44.522064
2016,33.773349,45.14945
2016,33.453355,43.372485
2016,15.755863,80.314431
2016,57.721185,12.939799
2016,33.13437,70.734071
2016,31.8341,70.903101
2016,24.861738,66.996497
2016,1.978972,44.83239
2016,21.186333,82.298903
2016,34.508134,69.162189
2016,50.765615,13.758394
2016,36.37763,3.896235
2016,12.850235,44.970811
2016,30.133091,67.284681
2016,4.072346,42.335101
2016,13.578264,44.02042
2016,30.235489,67.018065
2016,6.665912,122.154839
2016,6.66164,122.106423
2016,7.150026,125.949867
2016,8.018492,124.483303
2016,32.090155,20.132883
2016,32.097283,20.104597
2016,10.998333,13.941389
2016,31.654283,35.228841
2016,37.517549,42.451647
2016,38.064584,40.381766
2016,33.304882,44.027768
2016,33.205814,44.257377
2016,33.099867,44.582839
2016,36.716477,37.114661
2016,18.635549,81.059742
2016,30.184352,66.999459
2016,-3.382936,29.366749
2016,6.787479,100.930998
2016,6.787479,100.930998
2016,35.951196,68.711814
2016,30.900965,75.857276
2016,12.977884,23.358972
2016,12.850235,44.970811
2016,10.089791,122.868499
2016,33.750627,44.633327
2016,32.084035,34.887452
2016,3.328921,42.355047
2016,6.491712,101.392511
2016,33.976175,44.937327
2016,34.778544,72.351092
2016,34.001402,71.380355
2016,32.093817,20.269714
2016,30.961155,61.859989
2016,32.098338,20.087868
2016,32.765424,22.633241
2016,14.49617,-4.198816
2016,14.188971,44.002315
2016,14.181738,43.988298
2016,38.064584,40.381766
2016,38.064584,40.381766
2016,35.380058,40.093495
2016,33.342489,44.469156
2016,33.192241,44.410312
2016,33.664308,44.373616
2016,33.537227,44.26214
2016,31.049895,46.266474
2016,33.393793,44.530502
2016,36.394971,43.151129
2016,25.846196,93.42988
2016,31.131097,33.798765
2016,34.880964,44.620763
2016,35.701718,63.843238
2016,9.925201,78.119775
2016,31.351011,63.944977
2016,18.438498,1.407996
2016,34.136841,71.83818
2016,34.492466,69.140067
2016,31.130549,33.790155
2016,6.215369,102.060403
2016,10.090245,122.868323
2016,32.112583,20.081663
2016,24.917984,94.136162
2016,6.703026,121.969185
2016,1.360506,29.033381
2016,10.908407,12.088402
2016,6.717245,101.417105
2016,33.349894,43.783118
2016,1.658333,44.579722
2016,-19.833446,34.850246
2016,33.537227,44.26214
2016,33.230986,44.342575
2016,33.39377,44.530758
2016,33.223512,44.434701
2016,37.459966,69.526124
2016,36.682309,69.114694
2016,36.773848,68.906124
2016,33.337271,69.917654
2016,33.325372,68.422627
2016,33.325372,68.422627
2016,32.415849,62.124985
2016,10.048485,78.109407
2016,54.508059,-6.766874
2016,34.014975,71.58049
2016,13.963601,-5.362496
2016,32.515165,69.282739
2016,12.566641,123.733356
2016,30.587501,18.420067
2016,30.632023,18.351532
2016,32.766207,22.633607
2016,29.987727,31.156245
2016,37.076523,41.212998
2016,16.930414,49.365315
2016,13.578264,44.02042
2016,32.495235,67.397214
2016,33.503286,44.215255
2016,33.314009,44.506622
2016,33.369722,44.2775
2016,33.314754,44.347298
2016,33.254746,44.505496
2016,33.325343,44.423299
2016,33.664308,44.373616
2016,10.221595,78.53672
2016,28.583672,65.416574
2016,36.375159,64.878883
2016,36.273818,64.825798
2016,-3.372555,29.369538
2016,-3.383393,29.365685
2016,-3.408771,29.374543
2016,-3.361378,29.359878
2016,-3.354623,29.362781
2016,-3.341857,29.370356
2016,33.768084,74.086131
2016,37.91481,40.239755
2016,35.031577,68.784278
2016,54.60178,-5.89794
2016,31.418828,73.095667
2016,26.461968,87.491294
2016,34.843972,71.095028
2016,34.014552,69.192392
2016,32.951762,66.233621
2016,36.723882,68.869225
2016,31.632052,65.703159
2016,29.036655,69.156609
2016,31.829845,64.565409
2016,34.772984,71.265269
2016,-0.791773,29.045993
2016,2.038907,45.359129
2016,2.038335,45.360283
2016,24.767192,86.33425
2016,37.922612,40.214408
2016,37.907968,40.241253
2016,38.064584,40.381766
2016,11.829562,13.153787
2016,33.537227,44.26214
2016,33.061746,44.354064
2016,33.989444,71.573056
2016,13.970826,24.641444
2016,34.492931,74.280819
2016,31.282751,34.237285
2016,31.596497,64.372862
2016,34.678601,71.255811
2016,30.732662,31.719546
2016,6.150281,124.783888
2016,23.830864,87.691394
2016,25.226872,84.98988
2016,31.033487,73.133652
2016,37.060393,68.819884
2016,32.766207,22.633607
2016,12.851151,44.971969
2016,12.772974,45.038006
2016,33.822302,70.774356
2016,31.833081,35.296701
2016,18.860685,80.738027
2016,18.555289,81.345462
2016,31.763582,35.257722
2016,12.484005,123.382507
2016,33.286697,44.354387
2016,33.354467,44.318925
2016,33.100298,44.583139
2016,33.216563,44.334786
2016,32.559761,41.919647
2016,33.361103,44.314193
2016,33.324682,44.421861
2016,35.797443,43.593756
2016,35.798084,43.293239
2016,34.900464,43.807014
2016,34.923745,43.809727
2016,24.76008,86.336255
2016,36.718747,37.116788
2016,33.649052,44.26667
2016,35.063265,43.552175
2016,35.063265,43.552175
2016,16.263981,-0.027987
2016,32.966179,35.592029
2016,14.661927,120.957105
2016,0.492385,29.466795
2016,16.514602,121.748104
2016,34.007362,71.648981
2016,30.730038,31.798835
2016,31.203513,16.583682
2016,31.203513,16.583682
2016,12.852838,44.971211
2016,13.062679,44.881568
2016,34.533023,8.366422
2016,18.944451,102.946212
2016,7.287739,122.072082
2016,31.925779,35.135214
2016,-0.669342,37.208016
2016,20.245629,81.076362
2016,-1.394556,120.754062
2016,37.051251,41.229068
2016,37.050176,41.216486
2016,12.154444,11.771111
2016,24.85039,66.995078
2016,9.458928,12.356703
2016,9.367063,12.549671
2016,9.367308,12.549882
2016,9.36646,12.549974
2016,9.366552,12.549974
2016,9.366763,12.549974
2016,33.342489,44.469156
2016,33.061716,44.354242
2016,33.291969,44.065328
2016,33.079176,44.253059
2016,33.423154,44.401699
2016,35.313244,44.517466
2016,33.322222,44.417222
2016,36.340046,43.129902
2016,33.325093,44.422347
2016,32.136984,20.126086
2016,6.38382,101.494395
2016,27.087905,68.495659
2016,34.538965,62.168193
2016,34.352674,62.203974
2016,36.920176,66.193144
2016,31.205067,16.588769
2016,32.489994,62.092451
2016,12.852516,44.971906
2016,34.861392,69.6512
2016,32.689786,66.150592
2016,12.360672,14.45988
2016,12.360941,14.460542
2016,12.360672,14.45988
2016,51.443893,7.353197
2016,51.443382,7.353185
2016,24.373364,84.19353
2016,32.457986,35.297847
2016,31.879929,35.124097
2016,36.173146,37.1405
2016,35.022496,68.794608
2016,33.393793,44.530502
2016,33.247283,44.35664
2016,14.071155,120.761948
2016,8.299322,123.584592
2016,35.348678,40.116999
2016,35.33814,40.127346
2016,31.662077,68.40317
2016,13.062679,44.881568
2016,11.831098,13.150967
2016,30.659786,31.588371
2016,33.230986,44.342575
2016,33.323059,44.4188
2016,54.471901,-6.331441
2016,13.943898,120.881303
2016,23.738904,83.822661
2016,33.325503,44.421853
2016,33.328436,43.783273
2016,33.403361,43.912591
2016,33.6525,44.28
2016,33.32509,44.422371
2016,33.126556,44.680396
2016,33.550067,68.417091
2016,36.889477,68.361082
2016,36.889477,68.361082
2016,36.889477,68.361082
2016,36.889477,68.361082
2016,36.889477,68.361082
2016,30.956481,66.168925
2016,-2.269558,40.900641
2016,-0.741363,28.952781
2016,34.733018,36.732112
2016,34.733833,36.732079
2016,36.035452,68.64276
2016,3.073392,41.554319
2016,31.055337,17.284295
2016,32.101099,20.080449
2016,32.887209,13.191338
2016,32.868929,13.109165
2016,24.861396,67.009852
2016,31.360413,75.591597
2016,25.372534,92.32579
2016,19.622918,83.497771
2016,8.742664,124.780998
2016,17.504723,121.102896
2016,33.277992,44.328386
2016,33.32545,44.421726
2016,33.537227,44.26214
2016,33.100298,44.583139
2016,32.468191,44.550193
2016,33.448292,43.339987
2016,33.223512,44.434701
2016,33.503286,44.215255
2016,36.307776,43.199167
2016,34.027486,71.559045
2016,7.046425,124.681815
2016,31.131097,33.798765
2016,25.26449,63.472497
2016,19.960063,83.986221
2016,33.416682,43.300009
2016,33.849839,42.549555
2016,7.642085,125.629359
2016,54.586151,-5.954719
2016,13.432827,43.993898
2016,16.801231,43.150663
2016,35.232371,71.362087
2016,-3.712547,137.981064
2016,31.132093,33.803276
2016,3.036719,41.866843
2016,31.791829,64.565191
2016,3.073691,41.554414
2016,34.992213,70.912217
2016,35.12159,68.989182
2016,29.555672,66.020295
2016,30.18591,66.999021
2016,38.064584,40.381766
2016,19.583711,83.500638
2016,6.046506,121.008375
2016,31.862413,35.167334
2016,24.728837,79.559957
2016,24.584417,84.410549
2016,36.329149,68.667292
2016,10.869205,12.847621
2016,10.869414,12.850553
2016,10.870107,12.847632
2016,33.25154,44.391928
2016,33.324274,44.41989
2016,33.324684,44.421855
2016,33.850374,42.549876
2016,36.356648,43.164
2016,7.262167,126.156155
2016,33.97546,71.435477
2016,30.465928,30.93058
2016,7.541526,122.377398
2016,25.346916,93.017381
2016,18.860685,80.738027
2016,24.741955,93.913135
2016,33.387476,44.411096
2016,33.587431,43.329466
2016,48.01582,37.802892
2016,34.09719,62.173084
2016,34.016497,71.975471
2016,33.890622,68.944979
2016,48.01582,37.802892
2016,12.854505,44.970929
2016,16.596515,42.939034
2016,30.165686,67.00178
2016,29.364382,67.81648
2016,31.131097,33.798765
2016,12.800404,45.03353
2016,13.432837,43.689155
2016,13.566674,44.033333
2016,33.333078,69.916951
2016,33.99771,71.605974
2016,26.100082,62.24798
2016,16.77393,-3.007959
2016,16.263981,-0.027987
2016,11.184165,13.914165
2016,12.360672,14.45988
2016,6.056842,121.010311
2016,30.12707,66.991206
2016,6.703026,121.969185
2016,25.065807,81.085714
2016,34.014975,71.58049
2016,30.288919,68.349979
2016,33.354467,44.318925
2016,33.291969,44.065328
2016,33.079176,44.253059
2016,33.192158,44.406382
2016,33.27264,44.299996
2016,33.685802,43.473223
2016,18.578274,81.518644
2016,4.401181,6.28094
2016,32.881176,70.946803
2016,32.799521,70.508395
2016,32.798074,70.508561
2016,36.835801,37.995321
2016,25.16331,93.012824
2016,25.16331,93.012824
2016,26.267087,93.246986
2016,25.556608,92.969476
2016,27.7995,66.616479
2016,6.78637,101.14472
2016,31.667667,63.014758
2016,6.864792,124.441271
2016,8.40809,33.187128
2016,31.203513,16.583682
2016,31.940341,22.63143
2016,,
2016,21.957183,50.754611
2016,31.347542,69.450333
2016,31.624818,65.709761
2016,31.203513,16.583682
2016,32.938256,73.727264
2016,12.772974,45.038006
2016,33.649346,44.266472
2016,33.100298,44.583139
2016,33.542966,44.368665
2016,33.216783,44.33664
2016,34.599445,43.684308
2016,10.155913,12.738228
2016,34.42722,70.451267
2016,54.996889,-7.308563
2016,24.935421,67.040502
2016,24.903757,67.052417
2016,31.282751,34.237285
2016,37.087349,65.214163
2016,51.339696,12.373075
2016,50.827845,12.92137
2016,2.339047,42.288006
2016,48.01582,37.802892
2016,35.446676,44.343306
2016,35.736772,44.484363
2016,4.311666,6.242838
2016,31.595158,64.376243
2016,37.986471,23.73666
2016,31.777656,35.232459
2016,15.366158,44.190896
2016,33.259511,44.372122
2016,23.788153,90.359537
2016,8.139037,125.124999
2016,8.161476,125.125471
2016,8.087957,125.131226
2016,37.519074,42.452282
2016,11.76049,13.265411
2016,29.966606,66.744834
2016,35.789364,69.211782
2016,34.384699,71.920957
2016,10.331755,12.178286
